Timestamp,Arena1,Arena2,Arena3,Arena4,Arena5,Arena6,Arena7,Arena8,Arena9,Arena10,Arena11,Arena12,Arena13,Arena14,Arena15,Arena16
2025-02-09T20:22:13.803076,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:13.803140,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:13.905694,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.004759,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.205082,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.305785,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.404791,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.504777,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.604779,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.704849,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.805826,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:14.904703,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.004113,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.104461,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.204708,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.304705,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.404732,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.503995,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.606148,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.704901,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.805861,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:15.905818,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.004179,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.107023,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.204756,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.304397,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.404758,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.504710,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.704795,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.804866,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:16.904629,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.004821,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.104709,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.204817,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.304765,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.404737,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.504539,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.604507,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.704788,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.804964,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:17.905783,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:18.004781,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:18.104757,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:18.204674,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:18.305238,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:18.405950,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2025-02-09T20:22:18.504079,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
