Timestamp,Arena1,Arena2,Arena3,Arena4,Arena5,Arena6,Arena7,Arena8,Arena9,Arena10,Arena11,Arena12,Arena13,Arena14,Arena15,Arena16
2024-12-01T19:16:22.313516,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.408042,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.503890,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.598012,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.694277,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.794362,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.894221,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:22.994476,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.093704,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.193731,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.294302,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.394446,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.494217,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.594216,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.694256,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.794281,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.894359,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:23.994263,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.094270,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.294411,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.394397,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.494391,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.594312,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.698480,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.816096,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.894256,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:24.994214,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.094192,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.194024,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.293741,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.393996,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.494197,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.593716,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.693725,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.794204,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.893719,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:25.993452,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.093691,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.193652,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.293757,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.394245,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.494245,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.593704,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.794200,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.894229,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:26.994232,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.094194,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.194194,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.294200,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.394223,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.494260,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.594246,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.694245,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.794241,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.894245,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:27.994973,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.094177,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.194208,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.294203,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.393691,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.494190,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.594185,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:28.694167,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
