Timestamp,Arena1_ADC,Arena2_ADC,Arena3_ADC,Arena4_ADC,Arena5_ADC,Arena6_ADC,Arena7_ADC,Arena8_ADC,Arena9_ADC,Arena10_ADC,Arena11_ADC,Arena12_ADC,Arena13_ADC,Arena14_ADC,Arena15_ADC,Arena16_ADC,Arena1_LeftCount,Arena1_RightCount,Arena1_TotalCount,Arena1_Preference,Arena2_LeftCount,Arena2_RightCount,Arena2_TotalCount,Arena2_Preference,Arena3_LeftCount,Arena3_RightCount,Arena3_TotalCount,Arena3_Preference,Arena4_LeftCount,Arena4_RightCount,Arena4_TotalCount,Arena4_Preference,Arena5_LeftCount,Arena5_RightCount,Arena5_TotalCount,Arena5_Preference,Arena6_LeftCount,Arena6_RightCount,Arena6_TotalCount,Arena6_Preference,Arena7_LeftCount,Arena7_RightCount,Arena7_TotalCount,Arena7_Preference,Arena8_LeftCount,Arena8_RightCount,Arena8_TotalCount,Arena8_Preference,Arena9_LeftCount,Arena9_RightCount,Arena9_TotalCount,Arena9_Preference,Arena10_LeftCount,Arena10_RightCount,Arena10_TotalCount,Arena10_Preference,Arena11_LeftCount,Arena11_RightCount,Arena11_TotalCount,Arena11_Preference,Arena12_LeftCount,Arena12_RightCount,Arena12_TotalCount,Arena12_Preference,Arena13_LeftCount,Arena13_RightCount,Arena13_TotalCount,Arena13_Preference,Arena14_LeftCount,Arena14_RightCount,Arena14_TotalCount,Arena14_Preference,Arena15_LeftCount,Arena15_RightCount,Arena15_TotalCount,Arena15_Preference,Arena16_LeftCount,Arena16_RightCount,Arena16_TotalCount,Arena16_Preference
2025-02-09T20:44:08.474792,10360.956839644723,10235.180446792818,12377.233434774696,29667.858899694118,11357.073963197687,29215.10701256382,14850.130450732842,10387.197781908662,11314.371024583555,12488.214059602245,28759.305831734586,29840.51768630215,29035.624086513817,28266.704955815952,14275.157951700363,10778.18237408022,4,5,9,-0.111,2,8,10,-0.600,3,6,9,-0.333,5,4,9,0.111,3,3,6,0.000,2,6,8,-0.500,1,6,7,-0.714,1,7,8,-0.750,5,4,9,0.111,5,4,9,0.111,5,2,7,0.429,3,7,10,-0.400,4,4,8,0.000,7,5,12,0.167,3,4,7,-0.143,3,4,7,-0.143
2025-02-09T20:44:08.474886,12291.572062924943,12392.490019435052,10276.164183442897,13757.205341586578,10887.338015730142,10568.554771340314,14270.464933551008,29348.640771275812,10477.929667294053,12839.119928409644,12469.331940846947,28319.4538567294,28971.783804174836,13034.561020317618,24948.090189725466,14000.37557074294,4,5,9,-0.111,2,8,10,-0.600,3,6,9,-0.333,5,4,9,0.111,3,3,6,0.000,2,6,8,-0.500,1,6,7,-0.714,1,8,9,-0.778,5,4,9,0.111,5,4,9,0.111,5,2,7,0.429,3,7,10,-0.400,4,4,8,0.000,7,5,12,0.167,4,4,8,0.000,3,4,7,-0.143
2025-02-09T20:44:08.474939,24104.530551073094,12467.432409816593,11214.342152579962,12094.573496596442,10973.67066310633,11931.540083504837,12953.874276089029,11391.142477418562,21076.724978267033,10201.652187467556,29873.568783477425,14155.879714898576,28730.846085668636,12805.165862166878,21846.017214113963,14353.023569453564,5,5,10,0.000,2,8,10,-0.600,3,6,9,-0.333,5,4,9,0.111,3,3,6,0.000,2,6,8,-0.500,1,6,7,-0.714,1,8,9,-0.778,6,4,10,0.200,5,4,9,0.111,5,3,8,0.250,3,7,10,-0.400,4,4,8,0.000,7,5,12,0.167,4,4,8,0.000,3,4,7,-0.143
2025-02-09T20:44:08.579595,22806.548394826692,21706.21965952081,28170.49728786713,14560.314757009994,28985.57182461495,11332.601581431622,11416.396684693093,14401.14433187657,12861.024543637315,29899.404620719353,14416.878108754383,11530.884749283183,13855.965125310693,13842.44011657152,14382.244594335447,22961.49536493059,5,5,10,0.000,3,8,11,-0.455,3,7,10,-0.400,5,4,9,0.111,3,4,7,-0.143,2,6,8,-0.500,1,6,7,-0.714,1,8,9,-0.778,6,4,10,0.200,5,5,10,0.000,5,3,8,0.250,3,7,10,-0.400,4,4,8,0.000,7,5,12,0.167,4,4,8,0.000,4,4,8,0.000
2025-02-09T20:44:08.579755,12122.387174722779,29860.213300305797,13193.396884023081,13017.839238790722,22914.710046181037,10207.696001189734,10433.910675812182,24154.67236039777,21120.635224453028,14675.919306565573,12156.836964554564,12549.781387966059,11041.26713633284,12774.445839157557,11325.376068461243,12468.5476132166,5,5,10,0.000,3,8,11,-0.455,3,7,10,-0.400,5,4,9,0.111,3,4,7,-0.143,2,6,8,-0.500,1,6,7,-0.714,2,8,10,-0.600,7,4,11,0.273,5,5,10,0.000,5,3,8,0.250,3,7,10,-0.400,4,4,8,0.000,7,5,12,0.167,4,4,8,0.000,4,4,8,0.000
2025-02-09T20:44:08.684749,11009.77417426671,10151.706367529292,24952.09046259085,22051.463114051163,13352.224503681813,24363.83246128981,29950.81586424556,29434.539973167,12061.333859563663,28573.23316230308,11169.667410590158,11999.587408520661,12426.49722592991,14938.691312700194,24074.738307461976,13948.552720830678,5,5,10,0.000,3,8,11,-0.455,4,7,11,-0.273,6,4,10,0.200,3,4,7,-0.143,3,6,9,-0.333,1,7,8,-0.750,2,8,10,-0.600,7,4,11,0.273,5,6,11,-0.091,5,3,8,0.250,3,7,10,-0.400,4,4,8,0.000,7,5,12,0.167,5,4,9,0.111,4,4,8,0.000
2025-02-09T20:44:08.684826,10495.782913188643,12838.743313848141,28599.721574069452,11117.932395286436,28901.60043224915,14960.229887161186,13975.19958958576,11092.425419983148,11145.22040947167,14726.93520933834,23498.9218670822,13017.095678212247,10876.620749118858,28215.401792882178,22706.137974657115,10383.928425878648,5,5,10,0.000,3,8,11,-0.455,4,7,11,-0.273,6,4,10,0.200,3,5,8,-0.250,3,6,9,-0.333,1,7,8,-0.750,2,8,10,-0.600,7,4,11,0.273,5,6,11,-0.091,6,3,9,0.333,3,7,10,-0.400,4,4,8,0.000,7,6,13,0.077,5,4,9,0.111,4,4,8,0.000
2025-02-09T20:44:08.790194,12831.093850905778,10273.437452519995,13273.156259246722,28231.053022778757,13378.171987755868,14780.304464253997,22292.915234398002,10121.512398450348,11295.753541997497,28320.533577446095,22160.045212968987,22476.462589548453,12687.881427526638,10410.949087859475,10809.345532146097,10889.861553904013,5,5,10,0.000,3,8,11,-0.455,4,7,11,-0.273,6,5,11,0.091,3,5,8,-0.250,3,6,9,-0.333,2,7,9,-0.556,2,8,10,-0.600,7,4,11,0.273,5,7,12,-0.167,6,3,9,0.333,4,7,11,-0.273,4,4,8,0.000,7,6,13,0.077,5,4,9,0.111,4,4,8,0.000
2025-02-09T20:44:08.790265,29962.135457509583,29936.217654702625,10671.849630244033,13571.20094163321,14971.0345178118,14282.188168716453,10168.142146337887,13345.67117767873,28249.336143467746,28116.61753622445,14277.281046120243,14114.355152194119,10515.23827327567,12071.961364188513,24472.079728886525,12901.410355622107,5,6,11,-0.091,3,9,12,-0.500,4,7,11,-0.273,6,5,11,0.091,3,5,8,-0.250,3,6,9,-0.333,2,7,9,-0.556,2,8,10,-0.600,7,5,12,0.167,5,7,12,-0.167,6,3,9,0.333,4,7,11,-0.273,4,4,8,0.000,7,6,13,0.077,6,4,10,0.200,4,4,8,0.000
2025-02-09T20:44:08.894739,11035.599416717952,12518.626659656751,22544.097207564428,10333.254455383365,11111.979368832024,13849.070508582554,12867.070743665197,21603.638106486018,12555.468217293685,14435.250500867307,11547.547729320662,11988.233505013122,10259.770651847812,22072.223161312155,10211.632327527515,10502.93779134986,5,6,11,-0.091,3,9,12,-0.500,5,7,12,-0.167,6,5,11,0.091,3,5,8,-0.250,3,6,9,-0.333,2,7,9,-0.556,3,8,11,-0.455,7,5,12,0.167,5,7,12,-0.167,6,3,9,0.333,4,7,11,-0.273,4,4,8,0.000,8,6,14,0.143,6,4,10,0.200,4,4,8,0.000
