Timestamp,Arena1_ADC,Arena2_ADC,Arena3_ADC,Arena4_ADC,Arena5_ADC,Arena6_ADC,Arena7_ADC,Arena8_ADC,Arena9_ADC,Arena10_ADC,Arena11_ADC,Arena12_ADC,Arena13_ADC,Arena14_ADC,Arena15_ADC,Arena16_ADC,Arena1_LeftCount,Arena1_RightCount,Arena1_TotalCount,Arena1_Preference,Arena2_LeftCount,Arena2_RightCount,Arena2_TotalCount,Arena2_Preference,Arena3_LeftCount,Arena3_RightCount,Arena3_TotalCount,Arena3_Preference,Arena4_LeftCount,Arena4_RightCount,Arena4_TotalCount,Arena4_Preference,Arena5_LeftCount,Arena5_RightCount,Arena5_TotalCount,Arena5_Preference,Arena6_LeftCount,Arena6_RightCount,Arena6_TotalCount,Arena6_Preference,Arena7_LeftCount,Arena7_RightCount,Arena7_TotalCount,Arena7_Preference,Arena8_LeftCount,Arena8_RightCount,Arena8_TotalCount,Arena8_Preference,Arena9_LeftCount,Arena9_RightCount,Arena9_TotalCount,Arena9_Preference,Arena10_LeftCount,Arena10_RightCount,Arena10_TotalCount,Arena10_Preference,Arena11_LeftCount,Arena11_RightCount,Arena11_TotalCount,Arena11_Preference,Arena12_LeftCount,Arena12_RightCount,Arena12_TotalCount,Arena12_Preference,Arena13_LeftCount,Arena13_RightCount,Arena13_TotalCount,Arena13_Preference,Arena14_LeftCount,Arena14_RightCount,Arena14_TotalCount,Arena14_Preference,Arena15_LeftCount,Arena15_RightCount,Arena15_TotalCount,Arena15_Preference,Arena16_LeftCount,Arena16_RightCount,Arena16_TotalCount,Arena16_Preference
2025-02-09T19:12:30.415526,14507.155700127962,14035.343739582662,11022.858255074778,10277.660756136938,10810.504096202458,12039.396463623827,29649.801276767987,12946.156025719716,10384.032580622194,12900.16531218282,12786.311672523878,13729.53813770422,12664.653179957144,13961.457780294106,12497.645496408804,14980.052514634,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000
2025-02-09T19:12:30.415719,10008.62443314955,22316.625932068702,24442.72278742902,12733.405806526614,13963.340741316686,13561.209225958148,10853.111968653493,14917.523009965538,13444.670622096874,11611.491129638169,12749.909264739124,29304.42825972905,13831.844981884082,14104.37727080911,28338.487888737458,11478.310179515971,0,0,0,0.000,1,0,1,1.000,1,0,1,1.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,0,0,0.000
2025-02-09T19:12:30.618079,28912.987722855498,12119.942519844784,10198.507355119124,23458.922522286237,12287.617874817257,11196.567829184876,13495.03417332249,23794.80355845385,11434.385155684926,14230.78071733455,14755.168740361649,12074.453947839811,13402.00468085939,14256.372423077422,13927.199217588859,14626.914107635956,0,1,1,-1.000,1,0,1,1.000,1,0,1,1.000,1,0,1,1.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,1,0,1,1.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,0,0,0.000
2025-02-09T19:12:30.718496,29096.20957222834,11440.354274385752,11234.43059065467,29924.479680043303,28648.436467100593,21937.48100906879,11987.576676287816,14404.93463776635,12385.830663480108,10831.558760977761,28055.206079024785,11318.561635132173,14116.656641583886,12171.052292920533,28324.483497130463,28879.246102248406,0,1,1,-1.000,1,0,1,1.000,1,0,1,1.000,1,0,1,1.000,0,1,1,-1.000,1,0,1,1.000,0,1,1,-1.000,1,0,1,1.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,1,1,-1.000,0,0,0,0.000,0,0,0,0.000,0,2,2,-1.000,0,1,1,-1.000
2025-02-09T19:12:30.817297,11387.316610843938,14277.842228578274,13222.672471062275,12205.644131933408,12307.498788544684,12015.467909465904,11694.381964417309,10142.554423138785,14019.6835229366,10524.05022803093,10062.383793243347,14057.981044491049,11373.845864254432,11677.73582967613,29861.69499881656,14114.584341684542,0,1,1,-1.000,1,0,1,1.000,1,0,1,1.000,1,0,1,1.000,0,1,1,-1.000,1,0,1,1.000,0,1,1,-1.000,1,0,1,1.000,0,0,0,0.000,0,0,0,0.000,0,1,1,-1.000,0,1,1,-1.000,0,0,0,0.000,0,0,0,0.000,0,2,2,-1.000,0,1,1,-1.000
2025-02-09T19:12:30.916790,22674.591627524227,13037.524953005961,13341.736890688184,21005.796249496965,13702.985992663343,12318.476392785302,29267.374565096325,11906.48367056945,11077.157501790934,14050.38548253908,29653.033605148696,10170.283960666637,28943.5631605654,28114.030372242956,22151.79915975509,13443.07514728637,1,1,2,0.000,1,0,1,1.000,1,0,1,1.000,2,0,2,1.000,0,1,1,-1.000,1,0,1,1.000,0,2,2,-1.000,1,0,1,1.000,0,0,0,0.000,0,0,0,0.000,0,2,2,-1.000,0,1,1,-1.000,0,1,1,-1.000,0,1,1,-1.000,0,2,2,-1.000,0,1,1,-1.000
2025-02-09T19:12:31.016805,12424.28387543247,14980.069694594527,13078.404204700406,28514.03654023961,14836.753581560497,29390.183629194387,12105.414280944988,14196.029227602874,24952.103211402395,14606.982760460627,12998.198213565222,24455.954555645756,14561.894963911429,28481.782224483617,11266.213452524185,10545.349099997178,1,1,2,0.000,1,0,1,1.000,1,0,1,1.000,2,0,2,1.000,0,1,1,-1.000,1,1,2,0.000,0,2,2,-1.000,1,0,1,1.000,1,0,1,1.000,0,0,0,0.000,0,2,2,-1.000,1,1,2,0.000,0,1,1,-1.000,0,1,1,-1.000,0,2,2,-1.000,0,1,1,-1.000
2025-02-09T19:12:31.116972,28846.155277640588,13496.685342940142,11220.37571671231,28044.961298228925,12324.930796680437,14329.663085422028,14871.499662221195,14505.94180509347,10519.071478321652,13240.833523394518,11437.248733049073,11521.665975440017,12537.087398822365,21514.141353910905,24530.054798236237,14331.721766664366,1,2,3,-0.333,1,0,1,1.000,1,0,1,1.000,2,0,2,1.000,0,1,1,-1.000,1,1,2,0.000,0,2,2,-1.000,1,0,1,1.000,1,0,1,1.000,0,0,0,0.000,0,2,2,-1.000,1,1,2,0.000,0,1,1,-1.000,0,1,1,-1.000,1,2,3,-0.333,0,1,1,-1.000
2025-02-09T19:12:31.217370,11407.689371646658,22163.158880357,14703.931223140444,11869.025893948332,29993.398361680283,22130.18897135677,11161.523147762698,22675.906209263652,11413.85767524768,14458.453787529023,23237.894293822916,12599.29690383472,14998.539026693838,23712.029976498696,28433.70384760685,14406.640959829634,1,2,3,-0.333,2,0,2,1.000,1,0,1,1.000,2,0,2,1.000,0,2,2,-1.000,2,1,3,0.333,0,2,2,-1.000,2,0,2,1.000,1,0,1,1.000,0,0,0,0.000,1,2,3,-0.333,1,1,2,0.000,0,1,1,-1.000,0,1,1,-1.000,1,2,3,-0.333,0,1,1,-1.000
2025-02-09T19:12:31.317309,24357.71273996464,13175.057688766581,14724.566107408282,12990.54424879156,12875.54763743187,12288.736318472873,13326.42727859681,14104.270710060317,11316.085947970092,29032.676431055803,29399.492386337162,29498.848701126244,24051.627751465072,12292.119503522503,12027.297883739264,10286.090946663315,2,2,4,0.000,2,0,2,1.000,1,0,1,1.000,2,0,2,1.000,0,2,2,-1.000,2,1,3,0.333,0,2,2,-1.000,2,0,2,1.000,1,0,1,1.000,0,1,1,-1.000,1,2,3,-0.333,1,2,3,-0.333,1,1,2,0.000,0,1,1,-1.000,1,2,3,-0.333,0,1,1,-1.000
