Timestamp,Arena1,Arena2,Arena3,Arena4,Arena5,Arena6,Arena7,Arena8,Arena9,Arena10,Arena11,Arena12,Arena13,Arena14,Arena15,Arena16
2024-12-01T19:16:53.196750,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.294065,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.394061,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.495226,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.594464,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.694033,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.794096,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.894056,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:53.994132,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.095287,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.194141,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.294017,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.395329,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.494039,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.593610,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.693568,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.794055,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.894109,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:54.994152,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.093999,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.294005,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.395086,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.493770,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.595343,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.694993,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.794632,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.894378,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:55.994317,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.094055,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.193722,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.293832,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.394491,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.494551,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.594729,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.695211,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.794291,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.894780,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:56.994763,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:57.093992,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:57.194719,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:57.294329,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:57.394637,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2024-12-01T19:16:57.494717,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
