Timestamp,Arena1_ADC,Arena2_ADC,Arena3_ADC,Arena4_ADC,Arena5_ADC,Arena6_ADC,Arena7_ADC,Arena8_ADC,Arena9_ADC,Arena10_ADC,Arena11_ADC,Arena12_ADC,Arena13_ADC,Arena14_ADC,Arena15_ADC,Arena16_ADC,Arena1_LeftCount,Arena1_RightCount,Arena1_TotalCount,Arena1_Preference,Arena2_LeftCount,Arena2_RightCount,Arena2_TotalCount,Arena2_Preference,Arena3_LeftCount,Arena3_RightCount,Arena3_TotalCount,Arena3_Preference,Arena4_LeftCount,Arena4_RightCount,Arena4_TotalCount,Arena4_Preference,Arena5_LeftCount,Arena5_RightCount,Arena5_TotalCount,Arena5_Preference,Arena6_LeftCount,Arena6_RightCount,Arena6_TotalCount,Arena6_Preference,Arena7_LeftCount,Arena7_RightCount,Arena7_TotalCount,Arena7_Preference,Arena8_LeftCount,Arena8_RightCount,Arena8_TotalCount,Arena8_Preference,Arena9_LeftCount,Arena9_RightCount,Arena9_TotalCount,Arena9_Preference,Arena10_LeftCount,Arena10_RightCount,Arena10_TotalCount,Arena10_Preference,Arena11_LeftCount,Arena11_RightCount,Arena11_TotalCount,Arena11_Preference,Arena12_LeftCount,Arena12_RightCount,Arena12_TotalCount,Arena12_Preference,Arena13_LeftCount,Arena13_RightCount,Arena13_TotalCount,Arena13_Preference,Arena14_LeftCount,Arena14_RightCount,Arena14_TotalCount,Arena14_Preference,Arena15_LeftCount,Arena15_RightCount,Arena15_TotalCount,Arena15_Preference,Arena16_LeftCount,Arena16_RightCount,Arena16_TotalCount,Arena16_Preference
2025-02-09T19:12:34.617376,11767.96932055613,10203.256255235408,12925.160807081491,10636.217846371554,12618.684068913317,12222.751470989653,29852.943331107097,11180.917448489083,29147.897523690848,29058.78472274453,11017.108681897369,11151.477698852557,14163.134488839467,13865.39690005773,12523.890614479766,14492.37047794814,3,6,9,-0.333,6,2,8,0.500,3,6,9,-0.333,4,3,7,0.143,3,2,5,0.200,4,5,9,-0.111,5,5,10,0.000,4,2,6,0.333,4,3,7,0.143,4,3,7,0.143,4,4,8,0.000,4,5,9,-0.111,2,4,6,-0.333,5,2,7,0.429,2,8,10,-0.600,4,4,8,0.000
2025-02-09T19:12:34.716895,14737.12964192813,13653.640185349588,10727.833468089026,29172.18503932489,21061.384405810353,14501.364887287624,21700.879355606878,12027.783647098293,29012.05468291737,29209.026405263474,10631.970746219293,11152.448786759092,22454.90186827369,13365.719638854463,29781.584853698703,13896.699659883538,3,6,9,-0.333,6,2,8,0.500,3,6,9,-0.333,4,4,8,0.000,4,2,6,0.333,4,5,9,-0.111,5,5,10,0.000,4,2,6,0.333,4,3,7,0.143,4,3,7,0.143,4,4,8,0.000,4,5,9,-0.111,3,4,7,-0.143,5,2,7,0.429,2,9,11,-0.636,4,4,8,0.000
2025-02-09T19:12:34.817342,12461.660203221392,12390.587876530542,28091.531270838103,13243.937784556796,13237.656770198631,12974.5637489937,13131.463190351807,11757.01657112154,12767.109305253132,13575.79526452717,10572.424180080701,13860.733551482388,12632.440954416012,28000.513846703263,11993.182351164096,29433.197903287844,3,6,9,-0.333,6,2,8,0.500,3,7,10,-0.400,4,4,8,0.000,4,2,6,0.333,4,5,9,-0.111,5,5,10,0.000,4,2,6,0.333,4,3,7,0.143,4,3,7,0.143,4,4,8,0.000,4,5,9,-0.111,3,4,7,-0.143,5,3,8,0.250,2,9,11,-0.636,4,5,9,-0.111
2025-02-09T19:12:34.917300,22638.059237258014,14870.360742549288,12820.555018479168,13624.7546374858,28619.07554755432,14197.66845054998,10731.011851937936,24339.782238149688,21536.209574589182,12740.354326131395,12961.60477412553,24965.879801557385,13378.518911673165,10185.523217934468,13047.566775109075,11355.85885208354,4,6,10,-0.200,6,2,8,0.500,3,7,10,-0.400,4,4,8,0.000,4,3,7,0.143,4,5,9,-0.111,5,5,10,0.000,5,2,7,0.429,5,3,8,0.250,4,3,7,0.143,4,4,8,0.000,5,5,10,0.000,3,4,7,-0.143,5,3,8,0.250,2,9,11,-0.636,4,5,9,-0.111
2025-02-09T19:12:35.017460,23330.926908976886,29149.43504928945,11161.147416038406,13590.598550753375,12047.512754312938,24531.043177151052,11356.371242213954,11628.303271215715,13149.221888134613,11443.469120117234,13819.73393353279,14274.229840639071,29833.98558477189,10675.925317449135,23135.437918659867,28894.881766072107,4,6,10,-0.200,6,3,9,0.333,3,7,10,-0.400,4,4,8,0.000,4,3,7,0.143,5,5,10,0.000,5,5,10,0.000,5,2,7,0.429,5,3,8,0.250,4,3,7,0.143,4,4,8,0.000,5,5,10,0.000,3,5,8,-0.250,5,3,8,0.250,3,9,12,-0.500,4,6,10,-0.200
2025-02-09T19:12:35.117818,10416.005620304199,13463.226720078954,29346.352971155717,10098.324063660446,13985.011971137972,11387.366037698797,29903.51969121218,11468.455085266794,29808.082361348803,28925.567923243976,29719.187312758924,12770.104075205214,10963.498147836595,11653.302547748783,12725.032162711494,28740.547449561353,4,6,10,-0.200,6,3,9,0.333,3,8,11,-0.455,4,4,8,0.000,4,3,7,0.143,5,5,10,0.000,5,6,11,-0.091,5,2,7,0.429,5,4,9,0.111,4,4,8,0.000,4,5,9,-0.111,5,5,10,0.000,3,5,8,-0.250,5,3,8,0.250,3,9,12,-0.500,4,6,10,-0.200
2025-02-09T19:12:35.217502,14862.008903137154,12162.287220868413,12698.808908669365,10301.172532421673,13810.574043893423,28120.12949570956,13774.774381868057,11006.636676774568,10428.27170078638,12987.778726491948,14571.372055225404,22640.549820644734,11342.468098450325,11347.3561789292,14080.47199876372,12710.20384652384,4,6,10,-0.200,6,3,9,0.333,3,8,11,-0.455,4,4,8,0.000,4,3,7,0.143,5,6,11,-0.091,5,6,11,-0.091,5,2,7,0.429,5,4,9,0.111,4,4,8,0.000,4,5,9,-0.111,6,5,11,0.091,3,5,8,-0.250,5,3,8,0.250,3,9,12,-0.500,4,6,10,-0.200
2025-02-09T19:12:35.316898,12242.151163877339,21036.543689895032,12411.776710186765,24718.894196423746,14007.380700144296,14865.755621724842,12536.365099650828,12024.294901641604,13283.146744510765,14169.051668770373,10568.417311317675,11395.777504276926,12687.317676126804,11956.466688715785,13237.37541755946,11279.505034027661,4,6,10,-0.200,7,3,10,0.400,3,8,11,-0.455,5,4,9,0.111,4,3,7,0.143,5,6,11,-0.091,5,6,11,-0.091,5,2,7,0.429,5,4,9,0.111,4,4,8,0.000,4,5,9,-0.111,6,5,11,0.091,3,5,8,-0.250,5,3,8,0.250,3,9,12,-0.500,4,6,10,-0.200
2025-02-09T19:12:35.417570,13209.384885712763,12065.365549543794,14087.010730974904,13705.11726770277,10446.417978057303,12451.211217853146,14439.306223669026,11686.346678331243,13943.590707631913,12838.40280900505,11665.388181952583,11031.751089639609,11045.844540516737,13383.265558675954,10069.387122479397,22928.552999622472,4,6,10,-0.200,7,3,10,0.400,3,8,11,-0.455,5,4,9,0.111,4,3,7,0.143,5,6,11,-0.091,5,6,11,-0.091,5,2,7,0.429,5,4,9,0.111,4,4,8,0.000,4,5,9,-0.111,6,5,11,0.091,3,5,8,-0.250,5,3,8,0.250,3,9,12,-0.500,5,6,11,-0.091
2025-02-09T19:12:35.517900,13710.273890448787,28104.781551120726,29704.742115158017,12369.567392621091,29887.591734934373,22110.721530254046,29564.29089062402,21549.70169506378,11104.717989108818,14123.409806142132,14405.579603646423,14031.22416305598,23051.81656707808,11145.65748645264,12832.28657845294,10199.371169572483,4,6,10,-0.200,7,4,11,0.273,3,9,12,-0.500,5,4,9,0.111,4,4,8,0.000,6,6,12,0.000,5,7,12,-0.167,6,2,8,0.500,5,4,9,0.111,4,4,8,0.000,4,5,9,-0.111,6,5,11,0.091,4,5,9,-0.111,5,3,8,0.250,3,9,12,-0.500,5,6,11,-0.091
2025-02-09T19:12:35.618114,10319.57621462018,11549.103903669278,22655.193502121925,13473.149910434742,12168.367346761432,11250.084814164644,14704.23772301052,14025.97507876357,29999.420870033136,13549.56317567011,24751.370044956515,12898.52865687782,28486.57023487315,14496.422770964686,22555.752402043814,14370.46678434606,4,6,10,-0.200,7,4,11,0.273,3,9,12,-0.500,5,4,9,0.111,4,4,8,0.000,6,6,12,0.000,5,7,12,-0.167,6,2,8,0.500,5,5,10,0.000,4,4,8,0.000,5,5,10,0.000,6,5,11,0.091,4,5,9,-0.111,5,3,8,0.250,4,9,13,-0.385,5,6,11,-0.091
2025-02-09T19:12:35.717922,28811.953571644473,14692.581730646867,14025.10888043819,12864.501354414359,12634.742996402658,11469.916516365292,23014.819483176343,12541.424141085905,10460.764625298667,14075.182147329164,23029.55600872284,11472.725466115511,24882.251961535636,14275.212317306796,22026.64430293534,14267.426882936757,4,7,11,-0.273,7,4,11,0.273,3,9,12,-0.500,5,4,9,0.111,4,4,8,0.000,6,6,12,0.000,6,7,13,-0.077,6,2,8,0.500,5,5,10,0.000,4,4,8,0.000,5,5,10,0.000,6,5,11,0.091,4,5,9,-0.111,5,3,8,0.250,4,9,13,-0.385,5,6,11,-0.091
2025-02-09T19:12:35.818226,29335.402113057437,13720.934547465704,23017.376426421575,29758.975152237388,28542.832021589944,11221.574767096128,12284.73187399376,10941.171394152849,14310.504543536379,11831.793027464115,13853.927056981142,14832.526311685193,12752.821954501345,10693.268855424669,14718.788649676817,10278.27658923337,4,7,11,-0.273,7,4,11,0.273,4,9,13,-0.385,5,5,10,0.000,4,5,9,-0.111,6,6,12,0.000,6,7,13,-0.077,6,2,8,0.500,5,5,10,0.000,4,4,8,0.000,5,5,10,0.000,6,5,11,0.091,4,5,9,-0.111,5,3,8,0.250,4,9,13,-0.385,5,6,11,-0.091
2025-02-09T19:12:35.917786,28143.06426390797,23536.618180812085,21779.147111881743,21215.305170228577,13345.43122114047,13004.89320260541,24229.83765987154,13784.792225833804,22827.588884482906,13046.98547092418,14740.419456538137,14496.919829799932,11934.447906126356,12486.379518788895,22199.31121714358,11079.372280756848,4,7,11,-0.273,8,4,12,0.333,4,9,13,-0.385,5,5,10,0.000,4,5,9,-0.111,6,6,12,0.000,7,7,14,0.000,6,2,8,0.500,6,5,11,0.091,4,4,8,0.000,5,5,10,0.000,6,5,11,0.091,4,5,9,-0.111,5,3,8,0.250,5,9,14,-0.286,5,6,11,-0.091
2025-02-09T19:12:36.017959,28539.968376318608,13649.057154697331,14049.422408160906,11481.093345077332,14584.691897203347,10026.437107990736,13588.345704780919,22371.26033654001,11087.202558978186,13983.690071916339,22851.171211385583,10146.625097017386,23129.87440179006,28273.9853212836,13415.68405612304,28305.157676762727,4,7,11,-0.273,8,4,12,0.333,4,9,13,-0.385,5,5,10,0.000,4,5,9,-0.111,6,6,12,0.000,7,7,14,0.000,7,2,9,0.556,6,5,11,0.091,4,4,8,0.000,6,5,11,0.091,6,5,11,0.091,5,5,10,0.000,5,4,9,0.111,5,9,14,-0.286,5,7,12,-0.167
2025-02-09T19:12:36.117485,21287.96198210931,12049.14748871664,21293.33714374593,11060.272177410283,12796.530162100318,13505.328833459935,28797.52258462999,13544.974718321366,14569.68708881527,13410.797337651544,29350.23242537196,11940.744266766662,10372.172596648905,22163.861377695248,12944.903770500676,12263.907416023243,4,7,11,-0.273,8,4,12,0.333,5,9,14,-0.286,5,5,10,0.000,4,5,9,-0.111,6,6,12,0.000,7,8,15,-0.067,7,2,9,0.556,6,5,11,0.091,4,4,8,0.000,6,5,11,0.091,6,5,11,0.091,5,5,10,0.000,5,4,9,0.111,5,9,14,-0.286,5,7,12,-0.167
2025-02-09T19:12:36.217348,14555.740874951503,14278.856304318722,14004.463242585138,10985.466700018163,14710.92214235637,29052.933205465324,23925.318824202943,11813.443096135605,11286.223273234333,10898.395796610317,10780.238377408898,24358.577864179308,11521.643071141398,10794.370504580902,21185.12123890337,14340.069575359263,4,7,11,-0.273,8,4,12,0.333,5,9,14,-0.286,5,5,10,0.000,4,5,9,-0.111,6,7,13,-0.077,7,8,15,-0.067,7,2,9,0.556,6,5,11,0.091,4,4,8,0.000,6,5,11,0.091,7,5,12,0.167,5,5,10,0.000,5,4,9,0.111,6,9,15,-0.200,5,7,12,-0.167
2025-02-09T19:12:36.317891,14557.261166544205,12264.448895587188,10979.31897530701,29304.63254886114,21627.160747525006,10882.487711872072,24663.16082228705,13591.781306168192,14084.36412931932,10996.902688985978,13948.864879261668,14787.006145608026,10702.13100181925,13100.448554298202,10674.270068955368,12837.18677624224,4,7,11,-0.273,8,4,12,0.333,5,9,14,-0.286,5,6,11,-0.091,5,5,10,0.000,6,7,13,-0.077,7,8,15,-0.067,7,2,9,0.556,6,5,11,0.091,4,4,8,0.000,6,5,11,0.091,7,5,12,0.167,5,5,10,0.000,5,4,9,0.111,6,9,15,-0.200,5,7,12,-0.167
2025-02-09T19:12:36.417594,12543.435813531725,29593.87490228991,13751.891190597553,13007.916943613147,10967.59416511396,28813.401931980537,11313.702927892095,12695.754204113386,10618.067143915197,29013.199890672724,29883.06304244333,22940.0705938377,11428.4951413456,22945.48258980038,22494.999013679477,12847.757109183101,4,7,11,-0.273,8,5,13,0.231,5,9,14,-0.286,5,6,11,-0.091,5,5,10,0.000,6,8,14,-0.143,7,8,15,-0.067,7,2,9,0.556,6,5,11,0.091,4,5,9,-0.111,6,6,12,0.000,8,5,13,0.231,5,5,10,0.000,6,4,10,0.200,7,9,16,-0.125,5,7,12,-0.167
2025-02-09T19:12:36.516839,14443.676232586053,10531.992059677903,10935.612585961167,29907.999597330767,11613.528462139222,21839.719136472046,23140.485150291694,14854.072313787947,10382.655561940885,28800.809936800844,24354.04202475037,11946.16340869289,28510.664217605026,10370.52010175029,24098.53830933437,11700.83432577732,4,7,11,-0.273,8,5,13,0.231,5,9,14,-0.286,5,7,12,-0.167,5,5,10,0.000,6,8,14,-0.143,8,8,16,0.000,7,2,9,0.556,6,5,11,0.091,4,5,9,-0.111,6,6,12,0.000,8,5,13,0.231,5,6,11,-0.091,6,4,10,0.200,7,9,16,-0.125,5,7,12,-0.167
2025-02-09T19:12:36.617719,10584.519105568717,11140.667580318757,13895.60354061299,28818.68062530726,12773.297301812505,12628.50539186115,11404.3441198498,28420.85957998745,11179.003462497472,12909.493623781746,10447.378009754573,23659.193569198425,24077.917367551556,12722.91282587523,24648.793722331317,11421.356715222817,4,7,11,-0.273,8,5,13,0.231,5,9,14,-0.286,5,7,12,-0.167,5,5,10,0.000,6,8,14,-0.143,8,8,16,0.000,7,3,10,0.400,6,5,11,0.091,4,5,9,-0.111,6,6,12,0.000,9,5,14,0.286,5,6,11,-0.091,6,4,10,0.200,7,9,16,-0.125,5,7,12,-0.167
2025-02-09T19:12:36.716636,10425.319602496375,21031.13576896709,10845.209321211058,14161.72552912591,11521.151907549485,11126.275979075303,28342.47178615458,13785.085632879298,13833.463567296758,10826.10975766179,13686.028143307361,12259.504381062052,23271.901219897078,11109.501194019746,11332.257763165057,11953.339363867823,4,7,11,-0.273,9,5,14,0.286,5,9,14,-0.286,5,7,12,-0.167,5,5,10,0.000,6,8,14,-0.143,8,9,17,-0.059,7,3,10,0.400,6,5,11,0.091,4,5,9,-0.111,6,6,12,0.000,9,5,14,0.286,5,6,11,-0.091,6,4,10,0.200,7,9,16,-0.125,5,7,12,-0.167
2025-02-09T19:12:36.816859,10013.044500660946,11680.529315106309,13141.196704766218,29108.29355360303,10714.194248716922,13775.776592097738,10008.589932098606,10331.987995281137,10853.030795213772,22057.518507374418,29241.19052064819,14819.781421101065,24258.94430248849,13535.784358785213,14669.413244622547,13665.277161749897,4,7,11,-0.273,9,5,14,0.286,5,9,14,-0.286,5,8,13,-0.231,5,5,10,0.000,6,8,14,-0.143,8,9,17,-0.059,7,3,10,0.400,6,5,11,0.091,5,5,10,0.000,6,7,13,-0.077,9,5,14,0.286,5,6,11,-0.091,6,4,10,0.200,7,9,16,-0.125,5,7,12,-0.167
